#Flow, Throughput, Average Delay, Delivery Ratio, Drop Ratio
10,16222331.898571264, 0.024000133200448023, 0.999847285668756, 0.0001527143312440242
20,21272911.198353793, 0.024000133182063177, 0.9993067187555349, 0.00038965442207164583
30,22613365.95103649, 0.024000133252022916, 0.9991194794933913, 0.0005949462882490969
40,6344445.858379183, 0.024000147269472333, 0.9612736660929432, 0.01721170395869191
50,6344445.858379183, 0.024000147269472333, 0.9571550985432733, 0.021422450728363324
