#Queue, Throughput, Average Delay, Delivery Ratio, Drop Ratio
5,1885992.7941181422, 0.024000132838802278, 0.9973820499686984, 0.00250412611689716
10,2592199.628403297, 0.024000132973422496, 0.9992530500456469, 0.0007469499543530584
20,3182375.2652824703, 0.02400013329724666, 0.9998646911575672, 0.000135308842432853
50,3544582.2750787074, 0.02400013326245501, 1.0, 0.0
100,3544582.2750787074, 0.02400013326245501, 1.0, 0.0
