#Node, Throughput, Average Delay, Delivery Ratio, Drop Ratio
20,25305024.717681278, 0.024000133690953468, 0.9989920769593896, 0.0003274686672025245
40,23224972.99648062, 0.02400013367316999, 0.9990963352920459, 0.0003475633492131166
60,23225403.938982554, 0.024000133642860282, 0.9990963520427077, 0.00034755690665084897
80,23224972.99648062, 0.02400013367316999, 0.9990963352920459, 0.0003475633492131166
100,23224972.99648062, 0.02400013367316999, 0.9990963352920459, 0.0003475633492131166
