#Node, Throughput, Average Delay, Delivery Ratio, Drop Ratio
20,24715603.11066368, 0.0240001332307751, 0.9991594882023499, 0.0003179137887484649
40,21267739.88833061, 0.024000133047292323, 0.9993065503155956, 0.00038974909269448224
60,21267739.88833061, 0.02400013304222719, 0.9993065503155956, 0.00038974909269448224
80,21267739.88833061, 0.024000133047292323, 0.9993065503155956, 0.00038974909269448224
100,21267739.88833061, 0.024000133047292323, 0.9993065503155956, 0.00038974909269448224
