#Packet, Throughput, Average Delay, Delivery Ratio, Drop Ratio
100,11683147.998604398, 0.024000133198665785, 0.9988580479988212, 0.0006814874845744387
200,22882912.385572035, 0.024000133816337442, 0.9991815308195982, 0.00034808459396402496
300,33813121.67738694, 0.02400013437333041, 0.9992868422393154, 0.0002355967602261729
400,42904704.54968483, 0.02400013482650392, 0.9990968842506648, 0.000401384777482314
500,52401703.700692296, 0.0240001351304916, 0.9991126502794535, 0.00037383715078577695
