#Flow, Throughput, Average Delay, Delivery Ratio, Drop Ratio
10,16217160.588678986, 0.0240001330502766, 0.9998472369819341, 0.00015276301806588734
20,21267739.88833061, 0.024000133047292323, 0.9993065503155956, 0.00038974909269448224
30,22608194.641013306, 0.024000133144318578, 0.9991192782842588, 0.0005950822403656185
40,24726500.6096834, 0.024000133204682087, 0.9988077003411544, 0.0007571537979530738
50,24726500.6096834, 0.024000133204682087, 0.9985904340940929, 0.0009745147003802347
