#Queue, Throughput, Average Delay, Delivery Ratio, Drop Ratio
5,2880284.70551563, 0.024000132802572148, 0.9982090888739646, 0.0016416685321990897
10,3408835.504187184, 0.024000132785850222, 0.9994317823094893, 0.0005682176905107645
20,3527452.403822812, 0.024000133359788123, 0.9998779185106058, 0.0001220814893941706
50,3544582.2750787074, 0.02400013326245501, 1.0, 0.0
100,3544582.2750787074, 0.02400013326245501, 1.0, 0.0
