#Node, Throughput, Average Delay, Delivery Ratio, Drop Ratio, Energy Per Packet, Energy Per byte
20,1905.702482692125, 0.1187388939799448, 0.9204328453214513, 0.16231699554423934, 7.975703319502078, 0.4846556984367123
40,611.2894983880886, 0.04660032302869756, 0.761344537815126, 0.3630252100840336, 9.945991169977923, 0.5897295811518323
60,1341.8908868562398, 0.05548850508652901, 0.8913234005258545, 0.2112182296231376, 8.35962536873157, 0.5069007274028146
80,1832.2707650399252, 0.06300183294167855, 0.912987012987013, 0.11688311688311688, 7.273083926031292, 0.4465482969432313
100,3118.5331919398254, 0.04965344454545461, 0.9380841121495327, 0.1059190031152648, 14.804123702781224, 0.9155661840213588
