queue_size, Throughput, Average Delay, Delivery Ratio, Drop Ratio, Energy Per Packet, Energy Per byte
5,1522.78294938771, 0.040372607110729625, 0.891354246365723, 0.22111706197398623, 9.005322746781117, 0.5512400693568726
10,1522.78294938771, 0.040372607110729625, 0.891354246365723, 0.22111706197398623, 9.005322746781117, 0.5512400693568726
20,1522.78294938771, 0.040372607110729625, 0.891354246365723, 0.22111706197398623, 9.005322746781117, 0.5512400693568726
50,1522.78294938771, 0.040372607110729625, 0.891354246365723, 0.22111706197398623, 9.005322746781117, 0.5512400693568726
100,1522.78294938771, 0.040372607110729625, 0.891354246365723, 0.22111706197398623, 9.005322746781117, 0.5512400693568726
