queue_size, Throughput, Average Delay, Delivery Ratio, Drop Ratio, Energy Per Packet, Energy Per byte
5,611.2894983880886, 0.04660032302869756, 0.761344537815126, 0.3630252100840336, 9.945991169977923, 0.5897295811518323
10,611.2894983880886, 0.04660032302869756, 0.761344537815126, 0.3630252100840336, 9.945991169977923, 0.5897295811518323
20,611.2894983880886, 0.04660032302869756, 0.761344537815126, 0.3630252100840336, 9.945991169977923, 0.5897295811518323
50,611.2894983880886, 0.04660032302869756, 0.761344537815126, 0.3630252100840336, 9.945991169977923, 0.5897295811518323
100,611.2894983880886, 0.04660032302869756, 0.761344537815126, 0.3630252100840336, 9.945991169977923, 0.5897295811518323
