#Flow, Throughput, Average Delay, Delivery Ratio, Drop Ratio, Energy Per Packet, Energy Per byte
10,1376.9891360711474, 0.04885494940619129, 0.9350877192982456, 0.11842105263157894, 8.570448405253284, 0.530798164071578
20,611.2894983880886, 0.04660032302869756, 0.761344537815126, 0.3630252100840336, 9.945991169977923, 0.5897295811518323
30,3372.010037883885, 0.054127496268132645, 0.930032292787944, 0.1004664513814137, 14.332430941358005, 0.881660836339471
40,1782.2936019796587, 0.053970882974016386, 0.8330241187384044, 0.26406926406926406, 7.3337461024499015, 0.4437805929919145
50,1753.5352663137767, 0.04671115946707037, 0.8064713064713065, 0.2277167277167277, 7.480771385314163, 0.4512373972602744
