Coverage_Area, Throughput, Average Delay, Delivery Ratio, Drop Ratio, Energy Per Packet, Energy Per byte
1,1419.407814319986, 0.04157292378499534, 0.8915171288743883, 0.15171288743882544, 8.576713632204951, 0.5284299887260434
2,1522.78294938771, 0.040372607110729625, 0.891354246365723, 0.22111706197398623, 9.005322746781117, 0.5512400693568726
3,1351.557880467486, 0.04326344439071556, 0.8875536480686695, 0.20772532188841203, 8.437451644100571, 0.5164767345488984
4,1116.643486846095, 0.04789377566077737, 0.8725590955806783, 0.18088386433710174, 7.801268551236759, 0.474582760103182
5,1116.643486846095, 0.04789377566077737, 0.8725590955806783, 0.17882836587872558, 7.801268551236759, 0.474582760103182
