#Flow, Throughput, Average Delay, Delivery Ratio, Drop Ratio, Energy Per Packet, Energy Per byte
10,1298.2674703789553, 0.0460081154845463, 0.934762348555452, 0.09878844361602983, 8.404109670987033, 0.5194307369977813
20,1408.2061742971675, 0.04882170739814818, 0.8940397350993378, 0.16804635761589404, 8.53400185185185, 0.5236773863636363
30,1934.4082645654373, 0.046069402909462195, 0.8801677651288197, 0.15578190533253444, 10.888746085772633, 0.6617395333443653
40,1760.515351317553, 0.0642046089970059, 0.824182603331277, 0.20789636027143737, 7.381108532934137, 0.4484792159359654
50,1552.719446774281, 0.1013189790841368, 0.7799043062200957, 0.33014354066985646, 7.24528133216477, 0.4263029084158417
