#Packet, Throughput, Average Delay, Delivery Ratio, Drop Ratio, Energy Per Packet, Energy Per byte
100,611.2894983880886, 0.04660032302869756, 0.761344537815126, 0.3630252100840336, 9.945991169977923, 0.5897295811518323
200,611.2894983880886, 0.04660032302869756, 0.761344537815126, 0.3630252100840336, 9.945991169977923, 0.5897295811518323
300,611.2894983880886, 0.04660032302869756, 0.7677966101694915, 0.3576271186440678, 9.945991169977923, 0.5897295811518323
400,611.2894983880886, 0.04660032302869756, 0.7677966101694915, 0.3576271186440678, 9.945991169977923, 0.5897295811518323
500,611.2894983880886, 0.04660032302869756, 0.7677966101694915, 0.3576271186440678, 9.945991169977923, 0.5897295811518323
