#Flow, Throughput, Average Delay, Delivery Ratio, Drop Ratio, Energy Per Packet, Energy Per byte
10,1345.628472502713, 0.04786032143076926, 0.9403254972875226, 0.07775768535262206, 8.61774615384615, 0.5328451843043993
20,1522.78294938771, 0.040372607110729625, 0.891354246365723, 0.22111706197398623, 9.005322746781117, 0.5512400693568726
30,1389.5856820252463, 0.03866345714599238, 0.8438003220611916, 0.214170692431562, 7.782919847328244, 0.4697362358903478
40,1653.5457083595647, 0.09626720576779939, 0.8245496997998666, 0.2501667778519013, 6.877491100323628, 0.4116104493511526
50,1656.8105813043228, 0.08565632740719546, 0.7931258106355382, 0.29701686121919585, 7.063638593622234, 0.4174961337715055
