#Packet, Throughput, Average Delay, Delivery Ratio, Drop Ratio, Energy Per Packet, Energy Per byte
100,1412.0467365907054, 0.04819659958910439, 0.891358024691358, 0.16296296296296298, 8.542346260387811, 0.5242158318223028
200,1408.2061742971675, 0.04882170739814818, 0.8940397350993378, 0.16804635761589404, 8.53400185185185, 0.5236773863636363
300,1406.9259868659883, 0.04816213786283603, 0.8902640264026402, 0.16336633663366337, 8.52492215013902, 0.5231114080982713
400,1406.9259868659883, 0.04816213786283603, 0.8902640264026402, 0.16336633663366337, 8.52492215013902, 0.5231114080982713
500,1554.1475414516015, 0.05126162238693472, 0.8997739261492087, 0.15071590052750566, 9.03055611390286, 0.5551114085667224
